data_criacao_processo,numero_da_licitacao,modalidade,atividade,situacao_do_processo,sigla_orgao_processo,nome_orgao_processo,objeto,tipo_de_licitacao,numero_do_edital,total_proposto,total_homologado
"2023-05-29 12:57:00",00038/PGE/2023," ","Pesquisar Preço","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE VEÍCULOS","Menor Preco"," ",0,0
"2023-05-25 19:00:33",00016/SESA/2023," ","Apurar e Emitir Resultado","Em andamento",SESA,"SECRETARIA DE ESTADO DA SAÚDE","AQUISIÇÃO EMERGENCIAL DE EQUIPAMENTOS CONDICIONADORES DE AR PARA O HOSPITAL DA CRIANÇA E DO ADOLESCENTE - HCA.","Menor Preco"," ",0,0
"2023-05-25 17:31:56",00005/SIMS/2023," ","Apurar e Emitir Resultado","Em andamento",SIMS,"SECRETARIA DE ESTADO DA INCLUSÃO E MOBILIZAÇÃO SOCIAL","LOCAÇÃO DE IMÓVEL, destinado ao funcionamento da CENTRAL DOS CONSELHOS DE DIREITOS E DA POLÍTICA DE ASSISTÊNCIA SOCIAL DO AMAPÁ.","Menor Preco"," ",102000,0
"2023-05-24 17:47:14",00037/PGE/2023," ","Pesquisar Preço","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAL DE EXPEDIENTE E ESCRITÓRIO","Menor Preco"," ",0,0
"2023-05-24 16:05:29",00011/SEINF/2023," ","Criar Processo","Em andamento",SEINF,"SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","Projeto básico para contratação direta de empresa especializada na prestação dos serviços de manutenção preventiva e corretiva das instalações elétricas prediais, com fornecimento de material e mão de obra, visando Atender as necessidades dos prédios/unidades hospitalares vinculados a Secretaria de Estado da Saúde do Amapá  SESA/AP, por intermédio da Secretaria de Infraestrutura do Estado do Amapá  SEINF/AP ","Menor Preco"," ",0,0
"2023-05-24 11:00:37",00009/IAPEN/2023," ","Ratificar Pretensão de Contratar","Em andamento",IAPEN,"INSTITUTO DE ADMINISTRAÇÃO PENITENCIÁRIA DO ESTADO","Aquisição de Munições Letais.","Menor Preco"," ",96750,96750
"2023-05-23 16:19:10",00036/PGE/2023," ","Analisar Processo","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MEDICAMENTOS DO COMPONENTE ESPECIALIZADO DO GRUPO 1 B.","Menor Preco"," ",162192341.6,0
"2023-05-23 15:53:34",00004/SIMS/2023," ","Concluir com êxito",Concluído,SIMS,"SECRETARIA DE ESTADO DA INCLUSÃO E MOBILIZAÇÃO SOCIAL","INSCRIÇÕES DE SERVIDORES DA SECRETARIA DE ESTADO DA INCLUSÃO E MOBILIZAÇÃO SOCIAL - SIMS, PARA PARTICIPAR DO 23º CURSO SOBRE A LEI DE RESPONSABILIDADE FISCAL.","Menor Preco"," ",6600,6600
"2023-05-23 14:53:15",00005/DGPC/2023," ","Concluir com êxito",Concluído,DGPC,"POLÍCIA CIVIL DO ESTADO DO AMAPÁ","Contratação da atualização das licenças de uso definitivo do software Scriptcase para o ambiente web e suporte técnico na ferramenta, serviços estes fornecidos exclusivamente pela empresa Netmake Soluções em Informática Ltda, visando atender as necessidades de criação de sistemas à Polícia Civil do Amapá","Menor Preco"," ",21778.8,21778.8
"2023-05-23 09:00:08",00005/DIAGRO/2023," ","Apurar e Emitir Resultado","Em andamento",DIAGRO,"AGÊNCIA DE DEFESA E INSPEÇÃO AGROPECUÁRIA","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE ASSINATURA DE FERRAMENTA DE PESQUISA E COMPARAÇÃO DE PREÇOS( BANCO DE PREÇOS ).","Menor Preco"," ",11580,0
"2023-05-22 12:33:39",00003/PRODAP/2023," ","Analisar Processo","Em andamento",PRODAP,"CENTRO DE GESTÃO DE TECNOLOGIA DA INFORMAÇÃO","Contratação de serviço de consultoria de empresa especializada em Assessoria Técnica, Capacitação, Mentoria, Instrutória e Facilitação em Gestão Pública.","Menor Preco"," ",607240,0
"2023-05-22 12:05:19",00014/SESA/2023," ","Apurar e Emitir Resultado","Em andamento",SESA,"SECRETARIA DE ESTADO DA SAÚDE","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A
PRESTAÇÃO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS NACIONAIS
E INTERNACIONAIS
","Menor Preco"," ",0,0
"2023-05-22 11:45:49",00008/IAPEN/2023," ","Analisar Processo","Em andamento",IAPEN,"INSTITUTO DE ADMINISTRAÇÃO PENITENCIÁRIA DO ESTADO","Aquisição de 01 (um) VEÍCULO ADMINISTRATIVO para atender as demandas do trabalho de campo da Coordenadoria de Inteligência do do Estado do Amapá - CIP, vinculado ao Instituto de Administração Penitenciária do Estado do Amapá
","Menor Preco"," ",214048,0
"2023-05-22 11:14:49",00002/PRODAP/2023," ","Apurar e Emitir Resultado","Em andamento",PRODAP,"CENTRO DE GESTÃO DE TECNOLOGIA DA INFORMAÇÃO","Contratação de empresa especializada em recrutamento e seleção de estagiários.","Menor Preco"," ",12000,0
"2023-05-19 14:15:56",00035/PGE/2023," ","Analisar Processo","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE SWITCHES E MATERIAIS DE CONSUMO, A FIM DE ATENDER AS NECESSIDADES DA PROCURADORIA-GERAL DO ESTADO AMAPÁ","Menor Preco"," ",295634.4,0
"2023-05-19 12:41:50",00001/CBMAP/2023," ","Analisar Processo","Em andamento",CBMAP,"CORPO DE BOMBEIROS MILITAR DO ESTADO DO AMAPÁ","AQUISIÇÃO DE AERONAVE REMOTAMENTE CONTROLADA (DRONE) PARA ATENDER AS NECESSIDADES DO CORPO DE BOMBEIROS MILITAR DO AMAPÁ, CONFORME CONVÊNIO 901942/2020 - MJSP","Menor Preco"," ",35990,0
"2023-05-19 10:37:19",00010/SEINF/2023," ","Apurar e Emitir Resultado","Em andamento",SEINF,"SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE DE VITÓRIA DO JARI","Menor Preco"," ",0,0
"2023-05-18 17:15:19",00009/SEINF/2023," ","Apurar e Emitir Resultado","Em andamento",SEINF,"SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO, INSTALAÇÃO, FORNECIMENTO DE MATERIAIS E MÃO DE OBRA PARA O PROJETO DE PREVENÇÃO E COMBATE A INCÊNDIO E PÂNICO NAS DEPENDÊNCIAS DO SAMBÓDROMO DE MACAPÁ.","Menor Preco"," ",0,0
"2023-05-18 16:02:59",00003/JUCAP/2023," ","Criar Processo","Em andamento",JUCAP,"JUNTA COMERCIAL DO ESTADO DO AMAPÁ","Prestação de Serviço de Buffet para Evento","Menor Preco"," ",0,0
"2023-05-18 13:11:44",00004/DGPC/2023," ","Concluir com êxito",Concluído,DGPC,"POLÍCIA CIVIL DO ESTADO DO AMAPÁ","AQUISIÇÃO DE ENVELOPE DE SEGURANÇA PARA GARANTIA DA CADEIA DE CUSTÓDIA DOS VESTÍGIOS DO LOCAL DE CRIME, NA PRESERVAÇÃO DA CONFIABILIDADE E TRANSPARÊNCIA DO TRABALHO A SER EXECUTADO PELA PCAP.","Menor Preco"," ",63035.2,63035.2
"2023-05-16 11:25:37",00001/PRODAP/2023," ","Apurar e Emitir Resultado","Em andamento",PRODAP,"CENTRO DE GESTÃO DE TECNOLOGIA DA INFORMAÇÃO","Aquisição de tablets","Menor Preco"," ",0,0
"2023-05-16 10:51:25",00034/PGE/2023," ","Analisar Processo","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE CESTAS BÁSICAS E KITS DE ASSISTÊNCIA HUMANITÁRIA.","Menor Preco"," ",0,0
"2023-05-16 10:26:47",00003/SETRAP/2023," ","Autorizar Processo","Em andamento",SETRAP,"SECRETARIA DE ESTADO DO TRANSPORTE","CONTRATAÇÃO DE SEGURO AERONÁUTICO","Menor Preco"," ",2983.42,0
"2023-05-11 14:44:30",00002/SEPLAN/2023," ","Concluir com êxito",Concluído,SEPLAN,"SECRETARIA DE ESTADO DO PLANEJAMENTO","Contratação de serviços técnicos especializados de forma continuada em consultoria e assessoria para planejamento, execução, controle e consolidação das rotinas contábeis, orçamentárias, para elaboração do Plano Plurianual  PPA 2024/2027, Lei de Diretrizes Orçamentárias e Lei Orçamentária Anual.","Menor Preco"," ",2256180.6,0
"2023-05-10 11:47:40",00015/SVS/2023," ","Criar Processo","Em andamento",SVS,"SUPERINTENDÊNCIA DE VIGILÂNCIA EM SAÚDE","
 Contratação de empresa especializada na prestação de serviço de Vigilância Patrimonial, armada e desarmada, diurno e noturno, com carga horária de trabalho de 12 x 36 por posto, com fornecimento de todos os insumos e materiais (uniformes e equipamentos) a serem utilizados na execução dos serviços. 
","Menor Preco"," ",0,0
"2023-05-10 10:13:21",00004/SEMA/2023," ","Concluir com êxito",Concluído,SEMA,"SECRETARIA DE ESTADO DO MEIO AMBIENTE","INSCRIÇÕES CURSO GOOGLE EARTH ENGINE ","Menor Preco"," ",3998,3998
"2023-05-09 14:54:30",00002/JUCAP/2023," ","Criar Processo","Em andamento",JUCAP,"JUNTA COMERCIAL DO ESTADO DO AMAPÁ","Prestação dos Serviços de Organização e Execução de Eventos.","Menor Preco"," ",0,0
"2023-05-09 11:44:53",00001/IPEM/2023," ","Criar Processo","Em andamento",IPEM,"INSTITUTO DE PESOS E MEDIDAS","AQUISIÇÃO DE MATERIAL GRAFICO, SERIGRÁFICO E MALHARIA.","Menor Preco"," ",0,0
"2023-05-08 16:57:19",00004/HEMOAP/2023," ","PJ. Dra. Edilene Faria","Em andamento",HEMOAP,"INSTITUTO DE HEMATOLOGIA E HEMOTERAPIA DO AMAPÁ","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE PARA A UNIDADE DE ATENÇÃO ESPECIALIZADA ATRAVÉS DO CONVÊNIO 937196/2022","Menor Preco"," ",743196.72,0
"2023-05-08 15:20:45",00013/SESA/2023," ","Apurar e Emitir Resultado","Em andamento",SESA,"SECRETARIA DE ESTADO DA SAÚDE","Contratação emergencial de empresa especializada em SERVIÇO DE
TRANSPORTE TERRESTRE, PARA TRANSPORTE DE SERVIDORES,
MATERIAIS E PACIENTES EM TRATAMENTO INITERRUPTO, COM
DISPONIBILIZAÇÃO DE VEÍCULOS COM COMBUSTÍVEL E CESSÃO DE
MOTORISTAS, conforme condições, quantidades e exigências estabelecidas neste
instrumento, para atender às necessidades da SECRETARIA DE ESTADO DA SAÚDE
DO AMAPÁ.","Menor Preco"," ",0,0
"2023-05-08 10:27:42",00033/PGE/2023," ","Criar Processo","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAIS MÉDICOS E CIRÚRGICOS- SONDAS","Menor Preco"," ",0,0
"2023-05-08 09:09:27",00004/DETRAN/2023," ","Concluir com êxito",Concluído,DETRAN,"DEPARTAMENTO ESTADUAL DE TRÂNSITO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE MATERIAL SERIGRÁFICO.","Menor Preco"," ",238871.7,238871.7
"2023-05-05 10:40:59",00004/PMAP/2023," ","Concluir com êxito",Concluído,PMAP,"POLÍCIA MILITAR DO ESTADO DO AMAPÁ","Curso Básico de Capacitação de Ordenadores de Despesas e Gestores Públicos","Menor Preco"," ",1600,1600
"2023-05-04 15:59:37",00002/GABGOV/2023," ","Revisar processo e Elaborar Edital","Em andamento",GABGOV,"GABINETE DO GOVERNADOR","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM PLATAFORMA ELEVATÓRIA.","Menor Preco"," ",35740,0
"2023-05-04 14:15:59",00003/DETRAN/2023," ","Concluir com êxito",Concluído,DETRAN,"DEPARTAMENTO ESTADUAL DE TRÂNSITO","AQUISIÇÃO DE MATERIAL DE EXPEDIENTE E ESCRITÓRIO (PAPEL A4)","Menor Preco"," ",54000,42600
"2023-05-04 13:53:27",00003/SIAC/2023," ","Analisar Processo","Em andamento",SIAC,"SISTEMA INTEGRADO DE ATENDIMENTO AO CIDADÃO ","fornecimento de rede IP MULTISERVIÇOS, link dedicado, com uso da tecnologia  MPLS, objetivandoa interligação das Unidades de Atendimento do SIAC","Menor Preco"," ",4000,0
"2023-05-04 08:36:08",00006/SDR/2023," ","Concluir com êxito",Concluído,SDR,"SECRETARIA DE ESTADO DO DESENVOLVIMENTO RURAL","Aquisição de MANIVAS _ Visando Atender as Necessidades desta Secretaria de Estado do Desenvolvimento Rural SDR","Menor Preco"," ",1595000,1595000
"2023-05-03 15:57:01",00002/SECULT/2023," ","Publicar Consulta e Apurar Resultado","Em andamento",SECULT,"SECRETARIA DE ESTADO DA CULTURA","CONTRATAÇÃO DE PESSOA JURÍDICA, PARA PRESTAÇÃO DE SERVIÇO CONTINUADO DE VIGILÂNCIA DIURNO E NOTURNA, DESARMADA, NO ENTORNO DO MONUMENTO DO MUSEU DA FORTALEZA DE SÃO JOSÉ DE MACAPÁ, VINCULADA A SECRETARIA DE ESTADO DA CULTURA, DESENVOLVA SUAS ATIVIDADES CONSTITUCIONAIS, QUE COMPREENDERÁ TODA MÃO DE OBRA, EQUIPAMENTOS, EPIS E FERRAMENTAS, NECESSÁRIOS À EXECUÇÃO DOS SERVIÇOS, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NESTE TERMO.","Menor Preco"," ",1200883.62,0
"2023-05-03 11:11:09",00031/PGE/2023," ","Ratificar Pretensão de Contratar","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","Serviços de revisão do veículo MZEA12L-GEXNBG-COROLLA XEI 2(manutenção preventiva e corretiva com fornecimento de peças e acessórios)","Menor Preco"," ",2140.2,2140.2
"2023-05-03 10:08:05",00003/PMAP/2023," ","Concluir com êxito",Concluído,PMAP,"POLÍCIA MILITAR DO ESTADO DO AMAPÁ","CURSO SOBRE SUPRIMENTO DE FUNDOS E CARTÃO DE PAGAMENTO COM ATUALIZAÇÕES DO PCASP","Menor Preco"," ",8000,8000
"2023-05-03 09:28:08",00007/IAPEN/2023," ","Revisar processo e Elaborar Edital","Em andamento",IAPEN,"INSTITUTO DE ADMINISTRAÇÃO PENITENCIÁRIA DO ESTADO","contratação de empresa especializada para o fornecimento de refeições em recipientes individuais, incluindo elaboração de cardápio mensal, distribuição e entrega no Centro de Custódia do Município de Oiapoque  CCO/IAPEN e Delegacia de Polícia Civil do Município de Laranjal do Jari, para os internos (presos provisórios e sentenciados) e servidores lotados nas respectivas unidades.","Menor Preco"," ",10248000,0
"2023-05-03 09:09:26",00004/DIAGRO/2023," ","Ratificar Pretensão de Contratar","Em andamento",DIAGRO,"AGÊNCIA DE DEFESA E INSPEÇÃO AGROPECUÁRIA","DISPENSA DE LICITAÇÃO PARA COMPRA DE TABLET EM ATENDIMENTO AO CONVENIO FEDERAL Nº922168/2021-MAPA/DIAGRO.","Menor Preco"," ",57597.6,38808
"2023-05-03 08:58:18",00007/FREBOM/2023," ","Analisar Processo","Em andamento",FREBOM,"FUNDO DE REEQUIPAMENTO DO CORPO DE BOMBEIROS","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE INSTALAÇÃO DE APARELHOS CONDICIONADORES DE AR, NO QUARTEL DO COMANDO GERAL E DO 1° GRUPAMENTO BOMBEIRO MILITAR, DO CORPO DE BOMBEIROS MILITAR DO AMAPÁ - CBMAP.","Menor Preco"," ",38100,0
"2023-05-02 15:37:48",00001/SEED/2023," ","PJ. Dr. Paulo Maia","Em andamento",SEED,"SECRETARIA DE ESTADO DA EDUCAÇÃO","LOCAÇÃO DE UM IMÓVEL PARA FUNCIONAR O ANEXO DA ESCOLA ESTADUAL SANTA MARIA, CONFORME ESPECIFICAÇÃO NOS ITENS DESTE PROJETO BÁSICO.
","Menor Preco"," ",80841.6,0
"2023-05-02 15:27:58",00011/SESA/2023," ","Apurar e Emitir Resultado","Em andamento",SESA,"SECRETARIA DE ESTADO DA SAÚDE","AQUISIÇÃO DE MEDICAMENTOS ANTINEOPLÁSICOS UTILIZADOS NOS PROCEDIMENTOS DE QUIMIOTERAPIA DA UNIDADE DE TRATAMENTO DE ALTA COMPLEXIDADE EM ONCOLOGIA  UNACON, A FIM DE DISPONIBILIZAR À POPULAÇÃO ACESSO A TERAPIA MEDICAMENTOSA DE ACORDO COM O QUE PRECONIZA AS DIRETRIZES DO SISTEMA ÚNICO DE SAÚDE  SUS.
","Menor Preco"," ",0,0
"2023-05-02 11:18:16",00002/DETRAN/2023," ","Concluir com êxito",Concluído,DETRAN,"DEPARTAMENTO ESTADUAL DE TRÂNSITO","AQUISIÇÃO DE BOCAL PARA ETILÔMETRO BAF - 300","Menor Preco"," ",99750,99750
"2023-05-02 10:25:03",00006/FREBOM/2023," ","Concluir com êxito",Concluído,FREBOM,"FUNDO DE REEQUIPAMENTO DO CORPO DE BOMBEIROS","AQUISIÇÃO DE EQUIPAMENTOS PARA SALVAMENTO TERRESTRE, SALVAMENTO EM ALTURA E MERGULHO","Menor Preco"," ",238473.3,238473.3
"2023-05-02 08:27:35",00002/PMAP/2023," ","Concluir com êxito",Concluído,PMAP,"POLÍCIA MILITAR DO ESTADO DO AMAPÁ","AQUISIÇÃO DE TESTES PSICOLÓGICOS PARA ATENDER ÀS NECESSIDADES DA POLÍCIA MILITAR DO AMAPÁ. ","Menor Preco"," ",26378.58,26378.58
"2023-04-28 13:41:54",00005/FUNSEP/2023," ","Criar Processo","Em andamento",FUNSEP,"FUNDO ESTADUAL DE SEGURANÇA PÚBLICA","AQUISIÇÃO DE CÂMARA DE FUMIGAÇÃO DE CIANOACRILATO E ESTAÇÃO DE DESEMPOAR PARA IMPRESSÕES LATENTES, COM A FINALIDADE DE ATENDER A POLÍCIA CIENTÍFICA DO AMAPÁ, COM RECURSOS DO FUNSEP  EIXO FORTALECIMENTO DAS INSTITUIÇÕES DE SEGURAÇA PÚBLICA E DEFESA SOCIAL  REPASSE 2022.","Menor Preco"," ",0,0
"2023-04-27 10:53:33",00001/VICE-GOV/2023," ","Apurar e Emitir Resultado","Em andamento",VICE-GOV,VICE-GOVERNADORIA,"Contrato de Locação de Imóvel comercial para o funcionamento da Vice- Governadoria ","Menor Preco"," ",480000,0
"2023-04-27 08:26:35",00030/PGE/2023," ","Pesquisar Preço","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA AQUISIÇÃO DE ELETROELETRÔNICOS E ELETRODOMÉSTICOS .","Menor Preco"," ",0,0
"2023-04-24 21:17:13",00029/PGE/2023," ","Analisar Processo","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MOBILIÁRIO","Menor Preco"," ",278840339.1,0
"2023-04-24 15:35:42",00028/PGE/2023," ","PJ. Dra. Maria Alice Lopes","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE GÁS LIQUEFEITO DE PETRÓLEO","Menor Preco"," ",22835769.84,0
"2023-04-24 10:07:31",00007/FCRIA/2023," ","Criar Processo","Em andamento",FCRIA,"FUNDAÇÃO DA CRIANÇA E DO ADOLESCENTE","CUIDADOR DE CRIANÇA","Menor Preco"," ",0,0
"2023-04-24 09:38:17",00027/PGE/2023," ","Fazer Licitação","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAL DE SERVIÇO DE ENGENHARIA PARA AS ETAPAS DE ESTRUTURA, VEDAÇÃO, COBERTURA, REVESTIMENTO E ESQUADRIAS (SEINF).","Menor Preco",100/2023,169424721.5,0
"2023-04-24 09:34:34",00026/PGE/2023," ","Fazer Licitação","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAL DE CONSTRUÇÃO PARA OS SERVIÇOS DE INSTALAÇÕES HIDROSSANITÁRIAS E LOUÇAS (SEINF). ","Menor Preco",098/2023,9631421.8,0
"2023-04-20 12:49:44",00005/SDR/2023," ","Analisar Processo","Em andamento",SDR,"SECRETARIA DE ESTADO DO DESENVOLVIMENTO RURAL","Visando Atender as Necessidades desta Secretaria de Estado do Desenvolvimento Rural  SDR","Menor Preco"," ",990000,0
"2023-04-20 11:32:57",00003/SEMA/2023," ","Concluir com êxito",Concluído,SEMA,"SECRETARIA DE ESTADO DO MEIO AMBIENTE","Cartuchos Plotter designjet T650,","Menor Preco"," ",13311,10233
"2023-04-19 16:47:02",00025/PGE/2023," ","Pesquisar Preço","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE FÓRCEPS E ALICATES ORTODÔNTICOS","Menor Preco"," ",0,0
"2023-04-19 10:20:56",00002/ARSAP/2023," ","Revisar processo e Elaborar Edital","Em andamento",ARSAP,"AGÊNCIA REGULADORA DE SERVIÇOS PÚBLICOS DELEGADOS DO ESTADO","CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇO DE ASSESSORIA E CONSULTORIA ESPECIALIZADAS EM REGULAÇÃO DE SERVIÇOS PÚBLICOS DE SANEAMENTO BÁSICO (ABASTECIMENTO DE ÁGUA E ESGOTAMENTO SANITÁRIO)","Preco e Tecnica"," ",2780920,0
"2023-04-18 10:32:07",00001/AMAPATERRAS/2023," ","Criar Processo","Em andamento",AMAPATERRAS,"INSTITUTO DE TERRAS DO AMAPÁ","ÁGUA MINERAL DE 20 LITROS","Menor Preco"," ",0,0
"2023-04-18 08:51:01",00004/SDR/2023," ","Concluir com êxito",Concluído,SDR,"SECRETARIA DE ESTADO DO DESENVOLVIMENTO RURAL","Contratação de Empresa Especializada na Prestação de Serviços de Agenciamento de Viagens, compreendendo a reserva, emissão, marcação, remarcação e cancelamento de bilhetes de passagens aéreas nacionais e internacionais.","Menor Preco"," ",59926,59926
"2023-04-17 13:33:08",00003/DGPC/2023," ","Fazer Licitação","Em andamento",DGPC,"POLÍCIA CIVIL DO ESTADO DO AMAPÁ","Contratação de empresa para prestação de serviços terceirizados de serventes de limpeza, de lavador, de encarregados de serventes, de copeira e de auxiliar operacional de serviços diversos, a serem executados com regime de dedicação exclusiva de mão de obra à Delegacia Geral de Polícia Civil do Amapá","Menor Preco",091/2023,8234464.88,0
"2023-04-17 12:45:43",00024/PGE/2023," ","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONFECÇÃO DE MATERIAIS GRÁFICOS(FACHADA PRÉDIO PGE)","Menor Preco"," ",32939.9,25000
"2023-04-17 10:27:57",00003/HEMOAP/2023," ","Concluir com êxito",Concluído,HEMOAP,"INSTITUTO DE HEMATOLOGIA E HEMOTERAPIA DO AMAPÁ","AQUISIÇÃO DE ETIQUETAS E RIBONS PARA A IDENTIFICAÇÃO DE TUBOS E BOLSAS DE COLETA DE SANGUE PARA TRANSFUSÃO DE DOADORES DE SANGUE, VISANDO ATENDER ÀS NECESSIDADES DO INSTITUTO DE HEMATOLOGIA E HEMOTERAPIA DO AMAPÁ  HEMOAP.","Menor Preco"," ",50248,48582
"2023-04-17 09:00:49",00023/PGE/2023," ","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MOBILIÁRIOS, VISANDO ATENDER AS NECESSIDADES DA PGE/AP.","Menor Preco"," ",50180,41994
"2023-04-14 16:35:37",00002/SECOM/2023," ","Concluir com êxito",Concluído,SECOM,"SECRETARIA DE ESTADO DA COMUNICAÇÃO","CONTRATAÇÃO EMERGÊNCIAL NA FORMA DA LEI Nº 8.666/1993 ART. 24 INCISO IV e LEI Nº 12.232/2010 PARA SERVIÇOS DE PUBLICIDADE PRESTADOS POR INTERMÉDIO DE AGÊNCIA DE PROPAGANDA PARA ATENDER O GOVERNO DO ESTADO.","Menor Preco"," ",5000000,5000000
"2023-04-14 15:51:45",00003/SIMS/2023," ","Concluir com êxito",Concluído,SIMS,"SECRETARIA DE ESTADO DA INCLUSÃO E MOBILIZAÇÃO SOCIAL","CONTRATAÇÃO DE EMPRESA ESPECIALIZA DE CONSULTORIA/PALESTRANTE PARA CAPACITAÇÃO DE TÉCNICOS DO SUAS NO ÂMBITO DO ENFRENTAMENTO E A ERRADICAÇÃO DO TRABALHO INFANTIL NO ESTADO DO AMAPÁ","Menor Preco"," ",27800,27800
"2023-04-14 08:53:10",00003/DIAGRO/2023," ","Publicar Consulta e Apurar Resultado","Em andamento",DIAGRO,"AGÊNCIA DE DEFESA E INSPEÇÃO AGROPECUÁRIA","EMPRESA ESPECIALIZADA NA CONFECÇÃO DE SERVIÇO GRAFICO DE BLOCO DE GTA- ","Menor Preco"," ",17497.2,0
"2023-04-13 16:22:13",00008/SEINF/2023," ","Apurar e Emitir Resultado","Em andamento",SEINF,"SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","CONSTRUÇÃO DE PRÉDIO PÚBLICO PARA ATENDER O MUNICÍPIO DE VITÓRIA DO JARI/AP","Menor Preco"," ",0,0
"2023-04-13 16:08:31",00010/SESA/2023," ","Apurar e Emitir Resultado","Em andamento",SESA,"SECRETARIA DE ESTADO DA SAÚDE","Aquisição de medicamentos de uso Ambulatorial e Hospitalar da Assistência Farmacêutica, com a finalidade de atender as demandas da Central de Abastecimento Farmacêutico (CAF) que abastece a rede de saúde pública estadual, a fim de disponibilizar à população um atendimento de acordo com o que preconiza as diretrizes do Sistema Único de Saúde  SUS.","Menor Preco"," ",0,0
"2023-04-13 12:07:06",00006/SEINF/2023," ","Apurar e Emitir Resultado","Em andamento",SEINF,"SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","MODERNIZAÇÃO E ESTRUTURAÇÃO DA PISTA DE ATLETISMO NO ESTÁDIO MILTON DE SOUZA CORRÊA, NO MUNICÍPIO DE MACAPÁ/AP. (CONVÊNIO Nº 899420/2020)","Menor Preco"," ",0,0
"2023-04-12 16:05:05",00006/FCRIA/2023," ","Criar Processo","Em andamento",FCRIA,"FUNDAÇÃO DA CRIANÇA E DO ADOLESCENTE","LINK DE INTERNET","Menor Preco"," ",0,0
"2023-04-12 13:16:32",00005/SEINF/2023," ","Apurar e Emitir Resultado","Em andamento",SEINF,"SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","CONSTRUÇÃO DE PRÉDIO PÚBLICO PARA ATENDER O MUNICÍPIO DE MAZAGÃO/AP. (CONVÊNIO Nº 905208/2020)","Menor Preco"," ",0,0
"2023-04-10 13:10:38",00002/SETRAP/2023," ","Ratificar Pretensão de Contratar","Em andamento",SETRAP,"SECRETARIA DE ESTADO DO TRANSPORTE","CONTRATAÇÃO EMERGENCIAL VIGILÂNCIA","Menor Preco"," ",196261.6,165711.92
"2023-04-10 12:08:40",00005/FCRIA/2023," ","Autorizar Processo","Em andamento",FCRIA,"FUNDAÇÃO DA CRIANÇA E DO ADOLESCENTE"," VIGILÂNCIA ARMADA","Menor Preco"," ",5849910,0
