2022;SECRETARIA DE DESENVOLVIMENTO SOCIAL; CRIANçA E JUVENTUDE DE PERNAMBUCO;TC003/2022;2.099 SERVIÇO;;EM EXECUçãO;;10333399000186 - INSTITUTO ENSINAR DE DESENVOLVIMENTO SOCIAL-IEDES;2022/09/14 00:00:00.000;2023/03/13 00:00:00.000; 5129359.25;
2019;AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A;065/2019;2.099 SERVIÇO;;EM EXECUçãO;56/2019;4203075000120 - NÚCLEO DE GESTÃO DO PORTO DIGITAL;2019/10/01 00:00:00.000;2020/02/01 00:00:00.000; 70000.0;http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2019_065_820150.pdf;
2019;AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A;070/2019;2.099 SERVIÇO;;EM EXECUçãO;62/2019;24672691000138 - AD4 CORPORATE BOUTIQUE;2019/10/15 00:00:00.000;2020/04/15 00:00:00.000; 90000.0;http://web.transparencia.pe.gov.br/contratos/782/LICON_Termo_Aditivo_782_2019_070_903344.pdf ;
2019;AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A;072/2019;2.099 SERVIÇO;;EM EXECUçãO;61/2019;10054062000130 - FEDERAÇÃO DAS INDUSTRIAS DO ESTADO DE PERNAMBUCO;2019/10/16 00:00:00.000;2020/02/16 00:00:00.000; 6000.0;http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2019_072_832323.pdf;
2019;AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A;075/2019;2.099 SERVIÇO;;EM EXECUçãO;66/2019;4203075000120 - NÚCLEO DE GESTÃO DO PORTO DIGITAL;2019/11/06 00:00:00.000;2020/11/06 00:00:00.000; 979557.41;http://web.transparencia.pe.gov.br/contratos/782/LICON_Termo_Aditivo_782_2019_075_981426.pdf ;
2019;AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A;085/2019;2.099 SERVIÇO;;EM EXECUçãO;75/2019;22317405000190 - CDL RECIFE SERVIçOS AOS ASSOCIADOS;2019/12/09 00:00:00.000;2020/04/09 00:00:00.000; 100000.0;http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2019_085_841016.pdf;
2019;AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A;80/2019;2.099 SERVIÇO;;EM EXECUçãO;65/2019;2972918000128 - FEDERAçãO DAS EMPRESAS JUNIORES DO ESTADO DE PERNAMBUCO;2019/11/14 00:00:00.000;2020/03/14 00:00:00.000; 15000.0;http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2019_80_841985.pdf;
2019;AGêNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S/A;001/2019;2.099 SERVIÇO;;EM EXECUçãO;jan/19;10998292000157 - CENTRO DE INTEGRAÇÃO EMPRESA ESCOLA DE PERNAMBUCO - CIEE;2019/01/22 00:00:00.000;2020/01/21 00:00:00.000; 43804.8;http://web.transparencia.pe.gov.br/contratos/1347/LICON_Contrato_1347_2019_001_815579.pdf ;
2019;AGêNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S/A;011/2019;2.099 SERVIÇO;;FIM DE VIGêNCIA;28/2019;17253044000126 - MARILANES DA SILVA PEREIRA ME;2019/10/14 00:00:00.000;2020/10/13 00:00:00.000; 9348.0;http://web.transparencia.pe.gov.br/contratos/1347/LICON_Contrato_1347_2019_011_824919.pdf;
2019;AGêNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S/A;015/2019;2.099 SERVIÇO;;FIM DE VIGêNCIA;;33000118000179 - TELEMAR NORTE LESTE S/A. - EM RECUPERAÇÃO JUDICIAL;2019/11/01 00:00:00.000;2020/02/21 00:00:00.000; 11618.71;http://web.transparencia.pe.gov.br/contratos/1347/LICON_Contrato_1347_2019_015_851980.pdf;
2019;AGêNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S/A;019/2019;2.099 SERVIÇO;;EM EXECUçãO;;33000118000179 - TELEMAR NORTE LESTE S/A.;2019/12/16 00:00:00.000;2021/11/30 00:00:00.000; 9672.6;http://web.transparencia.pe.gov.br/contratos/1347/LICON_Termo_Aditivo_1347_2019_019_1049150.pdf ;
2019;AGêNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S/A;020/2019;2.099 SERVIÇO;;EM EXECUçãO;;40432544000147 - CLARO S/A;2019/12/21 00:00:00.000;2021/11/30 00:00:00.000; 38028.48;http://web.transparencia.pe.gov.br/contratos/1347/LICON_Contrato_1347_2019_020_913011.pdf;
2019;AGêNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S/A;021/2019;2.099 SERVIÇO;;EM EXECUçãO;;3423730000193 - SMART TELECOMUNICA??ES E SERVI?OS LTDA;2019/12/16 00:00:00.000;2021/11/30 00:00:00.000; 2644.95;http://web.transparencia.pe.gov.br/contratos/1347/LICON_Contrato_1347_2019_021_1049417.pdf ;
2019;AGêNCIA DE REGULAçãO DOS SERVIçOS PúBLICOS DELEGADOS DO ESTADO DE PERNAMBUCO;001/2019;2.099 SERVIÇO;;EM EXECUçãO;;126621000116 - TRANS SERVI - TRANSPORTES E SERVIçOS LTDA;2019/02/04 00:00:00.000;2020/02/03 00:00:00.000; 9000.0;http://web.transparencia.pe.gov.br/contratos/783/LICON_Termo_Aditivo_783_2019_001_918219.pdf ;
2019;AGêNCIA DE REGULAçãO DOS SERVIçOS PúBLICOS DELEGADOS DO ESTADO DE PERNAMBUCO;003/2019;2.099 SERVIÇO;;EM EXECUçãO;;10998292000157 - CENTRO DE INTEGRAçãO EMPRESA ESCOLA DE PERNAMBUCO - CIEE;2019/03/02 00:00:00.000;2020/03/02 00:00:00.000; 104010.0;http://web.transparencia.pe.gov.br/contratos/783/LICON_Termo_Aditivo_783_2019_003_911625.pdf ;
2019;AGêNCIA DE REGULAçãO DOS SERVIçOS PúBLICOS DELEGADOS DO ESTADO DE PERNAMBUCO;006/2019;2.099 SERVIÇO;;EM EXECUçãO;;10921252000107 - COMPANHIA EDITORA DE PERNAMBUCO - CEPE;2019/06/03 00:00:00.000;2020/06/02 00:00:00.000; 70868.08;http://web.transparencia.pe.gov.br/contratos/783/LICON_Termo_Aditivo_783_2019_006_911638.pdf ;
2019;AGêNCIA DE REGULAçãO DOS SERVIçOS PúBLICOS DELEGADOS DO ESTADO DE PERNAMBUCO;007/2019;2.099 SERVIÇO;;EM EXECUçãO;mar/19;10921252000107 - COMPANHIA EDITORA DE PERNAMBUCO - CEPE;2019/09/04 00:00:00.000;2020/09/03 00:00:00.000; 27315.7;http://web.transparencia.pe.gov.br/contratos/783/LICON_Termo_Aditivo_783_2019_007_954904.pdf ;
2019;CASA MILITAR DE PERNAMBUCO;018/2019;2.099 SERVIÇO;;EM EXECUçãO;21/2019;17462282000141 - TIAGO RIBEIRO DO  NASCIMENTO;2019/09/23 00:00:00.000;2020/01/21 00:00:00.000; 8309.95;http://web.transparencia.pe.gov.br/contratos/1264/LICON_Contrato_1264_2019_018_851392.pdf;
2019;CASA MILITAR DE PERNAMBUCO;019/2019;2.099 SERVIÇO;;EM EXECUçãO;;12785572000102 - FRIOMAQ REFRIGERAÇÃO LTDA;2019/09/26 00:00:00.000;2020/09/25 00:00:00.000; 27180.0;http://web.transparencia.pe.gov.br/contratos/1264/LICON_Termo_Aditivo_1264_2019_019_887785.pdf ;
2019;COMPANHIA EDITORA DE PERNAMBUCO;008/2019;2.099 SERVIÇO;;EM EXECUçãO;mar/19;61797924000236 - HEWLETT- PACKARD BRASIL LTDA;2019/02/20 00:00:00.000;2020/02/19 00:00:00.000; 45495.6;http://web.transparencia.pe.gov.br/contratos/798/LICON_Contrato_798_2019_008_815271.pdf ;
2019;COMPANHIA EDITORA DE PERNAMBUCO;020/2019;2.099 SERVIÇO;;EM EXECUçãO;dez/19;1365662000128 - ECALC SISTEMA DE COMPUTADORES LTDA;2019/08/01 00:00:00.000;2020/07/31 00:00:00.000; 19782.24;http://web.transparencia.pe.gov.br/contratos/798/LICON_Termo_Aditivo_798_2019_020_966053.pdf ;
2019;COMPANHIA EDITORA DE PERNAMBUCO;024/2019;2.099 SERVIÇO;;EM EXECUçãO;fev/19;34028316002157 - EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS;2019/10/29 00:00:00.000;2020/10/28 00:00:00.000; 72000.0;http://web.transparencia.pe.gov.br/contratos/798/LICON_Termo_Aditivo_798_2019_024_970653.pdf ;
2019;COMPANHIA PERNAMBUCANA DE GáS;DAF021/2019;2.099 SERVIÇO;;EM EXECUçãO;40/2019;13370698000189 - MR AMBIENTAL LTDA;2019/07/01 00:00:00.000;2021/09/01 00:00:00.000; 6120.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2019_DAF021_798463.pdf;
2019;COMPANHIA PERNAMBUCANA DE GáS;DAF046/2019;2.099 SERVIÇO;;EM EXECUçãO;132/2019;10816775000274 - INSPETORIA SALESIANA DO NORDESTE DO BRASIL;2020/01/06 00:00:00.000;2021/09/06 00:00:00.000; 5341.44;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2019_DAF046_836272.pdf ;
2019;COMPANHIA PERNAMBUCANA DE GáS;DAF068/2019;2.099 SERVIÇO;;EM EXECUçãO;173/2019;10921252000298 - COMPANHIA EDITORA DE PERNAMBUCO - CEPE;2019/12/30 00:00:00.000;2022/01/30 00:00:00.000; 128080.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2019_DAF068_871881.pdf ;
2019;COMPANHIA PERNAMBUCANA DE GáS;DTC025/2019;2.099 SERVIÇO;;EM EXECUçãO;17/2019;67987198000381 - T.C.R.E. ENGENHARIA LTDA;2019/08/07 00:00:00.000;2022/03/07 00:00:00.000; 4305652.69;http://web.transparencia.pe.gov.br/contratos/801/LICON_Termo_Aditivo_801_2019_DTC025_1065862.pdf ;
2019;COMPANHIA PERNAMBUCANA DE GáS;DTC055/2019;2.099 SERVIÇO;;EM EXECUçãO;97/2019;4191808000154 - TECMASTER SERVICOS TECNICOS LTDA;2019/11/25 00:00:00.000;2021/07/25 00:00:00.000; 17389000.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2019_DTC055_872142.pdf;
2019;COMPANHIA PERNAMBUCANA DE GáS;PRE001/2019;2.099 SERVIÇO;;EM EXECUçãO;set/19;23779433000192 - ADLER SAFE COMERCIO DE EQUIPAMENTOS EIRELI;2019/06/26 00:00:00.000;2019/08/24 00:00:00.000; 10450.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2019_PRE001_798566.pdf;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;192120/2019;2.099 SERVIÇO;;EM EXECUçãO;7916/2019;22778636000100 - ATIVA SERVICOS DE APOIO ADMINISTRATIVO EIRELI - ME;2019/06/01 00:00:00.000;2020/11/30 00:00:00.000; 99428.64;http://web.transparencia.pe.gov.br/contratos/802/LICON_Termo_Aditivo_802_2019_192120_1002028.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;192126/2019;2.099 SERVIÇO;;EM EXECUçãO;7919/2019;4706481000106 - HRCR SERVICOS EIRELI - EPP;2019/05/02 00:00:00.000;2020/11/01 00:00:00.000; 1108263.32;http://web.transparencia.pe.gov.br/contratos/802/LICON_Termo_Aditivo_802_2019_192126_985549.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;192273/2019;2.099 SERVIÇO;;EM EXECUçãO;8105/2019;604122000197 - TRIVALE ADMINISTRACAO LTDA;2019/10/15 00:00:00.000;2021/04/14 00:00:00.000; 12578520.12;http://web.transparencia.pe.gov.br/contratos/802/LICON_Termo_Aditivo_802_2019_192273_973117.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;193052/2019;2.099 SERVIÇO;;EM EXECUçãO;7797/2018;15724796000100 - ASSERTIVA TECNOLOGIA DA INFORMACAO LTDA.;2019/02/11 00:00:00.000;2020/08/10 00:00:00.000; 133200.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_193052_830665.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;193306/2019;2.099 SERVIÇO;;EM EXECUçãO;144/2018;10951376000135 - KURIER TECNOLOGIA DA INFORMAÇÃO LTDA;2020/01/07 00:00:00.000;2021/01/06 00:00:00.000; 16994.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_193306_892004.pdf;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;194042/2019;2.099 SERVIÇO;;EM EXECUçãO;22/2019;545355000166 - OTL OBRAS TÉCNICAS LTDA;2019/01/24 00:00:00.000;2019/03/24 00:00:00.000; 449556.33;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_194042_813482.pdf;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;194165/2019;2.099 SERVIÇO;;EM EXECUçãO;104/2019;3927628000125 - MERGMAR - SERVIÇOS SUBAQUÁTICOS LTDA - EPP;2019/07/18 00:00:00.000;2020/07/17 00:00:00.000; 48629.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_194165_862629.pdf;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;194336/2019;2.099 SERVIÇO;;EM EXECUçãO;7829/2018;4856454000110 - CIFRA ENGENHARIA E SERVIçOS LTDA;2020/01/30 00:00:00.000;2020/07/29 00:00:00.000; 1288981.92;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_194336_893586.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;196193/2019;2.099 SERVIÇO;;EM EXECUçãO;174/2019;3400040000119 - TOPEC - EMPREENDIMENTOS E SERVIçOS LTDA;2019/06/07 00:00:00.000;2019/10/06 00:00:00.000; 85676.8;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_196193_869656.pdf;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;196194/2019;2.099 SERVIÇO;;EM EXECUçãO;247/2019;4539534000141 - ORIONSISTEM - ACESSORIOS E SISTEMAS INDUSTRIAIS LTDA - ME;2019/06/12 00:00:00.000;2020/06/11 00:00:00.000; 1434879.79;http://web.transparencia.pe.gov.br/contratos/802/LICON_Termo_Aditivo_802_2019_196194_1036068.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;196199/2019;2.099 SERVIÇO;;EM EXECUçãO;216/2018;11679636000128 - R S CONSTRUCOES E INCORPORACOES LTDA;2019/06/19 00:00:00.000;2020/06/18 00:00:00.000; 89500.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_196199_871409.pdf;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;196202/2019;2.099 SERVIÇO;;EM EXECUçãO;183/2019;5473496000134 - VIZIR ENGENHARIA LTDA;2019/08/01 00:00:00.000;2019/12/01 00:00:00.000; 83452.19;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_196202_919277.pdf;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;196284/2019;2.099 SERVIÇO;;EM EXECUçãO;265/2019;12912423000167 - DNJ CONSTRUÇÕES LTDA - ME;2019/10/07 00:00:00.000;2020/03/06 00:00:00.000; 72056.13;http://web.transparencia.pe.gov.br/contratos/802/LICON_Termo_Aditivo_802_2019_196284_973144.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;196308/2019;2.099 SERVIÇO;;EM EXECUçãO;353/2019;1624281000116 - LEENNE CONSTRUÇOES LTDA-EPP;2020/03/18 00:00:00.000;2020/09/17 00:00:00.000; 5443215.17;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_196308_892056.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;198051/2019;2.099 SERVIÇO;;EM EXECUçãO;7783/2018;41051046000117 - COLMEIA - ARQUITETURA E ENGENHARIA LTDA;2019/04/01 00:00:00.000;2023/08/31 00:00:00.000; 6551000.09;http://web.transparencia.pe.gov.br/contratos/802/LICON_Termo_Aditivo_802_2019_198051_1092483.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;198162/2019;2.099 SERVIÇO;;EM EXECUçãO;7877/2018;10554092000105 - IDH CONSULTORIA E PROJETOS LTDA ME;2019/10/03 00:00:00.000;2022/12/02 00:00:00.000; 685990.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Termo_Aditivo_802_2019_198162_984410.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;198187/2019;2.099 SERVIÇO;;EM EXECUçãO;7792/2018;507946000149 - TECHNE ENGENHEIROS CONSULTORES LTDA.;2019/08/01 00:00:00.000;2022/07/31 00:00:00.000; 1280000.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Termo_Aditivo_802_2019_198187_973283.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;198226/2019;2.099 SERVIÇO;;EM EXECUçãO;7873/2018;23191866000122 - GRADUX BRASIL EIRELLI EPP;2021/04/05 00:00:00.000;2023/11/05 00:00:00.000; 745000.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Termo_Aditivo_802_2019_198226_1044420.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;198234/2019;2.099 SERVIÇO;;EM EXECUçãO;252/2019;11208307000107 - SUSTENTARE CONSULTORES ASSOCIADOS LTDA - ME;2019/10/30 00:00:00.000;2022/02/28 00:00:00.000; 45000.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_198234_890174.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;198321/2019;2.099 SERVIÇO;;EM EXECUçãO;8069/2019;28696398000161 - REFLORAM CONSULTORIA E PLANEJAMENTO AMBIENTAL LTDA;2020/02/27 00:00:00.000;2020/06/27 00:00:00.000; 135000.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Termo_Aditivo_802_2019_198321_973242.pdf ;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;198353/2019;2.099 SERVIÇO;;EM EXECUçãO;8062/2019;11466953000166 - EME ENGENHARIA AMBIENTAL LTDA.;2020/08/03 00:00:00.000;2021/02/02 00:00:00.000; 950000.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Termo_Aditivo_802_2019_198353_1015452.pdf ;
2019;CONSELHO ESTADUAL DE DEFESA DOS DIREITOS DA CRIANçA E DO ADOLESCENTE;002/2019;2.099 SERVIÇO;;EM EXECUçãO;;11320576000152 - SUPER ESTÁGIOS LTDA;2019/03/08 00:00:00.000;2020/03/07 00:00:00.000; 14378.4;http://web.transparencia.pe.gov.br/contratos/881/LICON_Termo_Aditivo_881_2019_002_966253.pdf ;
2019;CONSELHO ESTADUAL DE DEFESA DOS DIREITOS DA CRIANçA E DO ADOLESCENTE;003/2019;2.099 SERVIÇO;;EM EXECUçãO;;62173620000180 - SERASA S/A;2019/04/24 00:00:00.000;2020/04/23 00:00:00.000; 531.98;http://web.transparencia.pe.gov.br/contratos/881/LICON_Contrato_881_2019_003_859881.pdf;
2019;CONSELHO ESTADUAL DE DEFESA DOS DIREITOS DA CRIANçA E DO ADOLESCENTE;009/2019;2.099 SERVIÇO;;EM EXECUçãO;;22953466000144 - GUILHERME  JOSÉ DO NASCIMENTO TEIXEIRA;2019/09/27 00:00:00.000;2019/12/27 00:00:00.000; 16768.0;http://web.transparencia.pe.gov.br/contratos/881/LICON_Contrato_881_2019_009_860178.pdf;
2019;CONSELHO ESTADUAL DE DEFESA DOS DIREITOS DA CRIANçA E DO ADOLESCENTE;010/2019;2.099 SERVIÇO;;EM EXECUçãO;;18963159000177 - EQUIPE 5 - PLANEJAMENTO E GESTÃO LTDA - ME;2019/11/20 00:00:00.000;2019/12/31 00:00:00.000; 19985.0;http://web.transparencia.pe.gov.br/contratos/881/LICON_Contrato_881_2019_010_860182.pdf;
2019;CONSERVATóRIO PERNAMBUCANO DE MúSICA;16/2019;2.099 SERVIÇO;;EM EXECUçãO;;10921252000107 - COMPANHIA EDITORA DE PERNAMBUCO - CEPE;2019/09/05 00:00:00.000;2020/09/04 00:00:00.000; 14131.0;http://web.transparencia.pe.gov.br/contratos/882/LICON_Contrato_882_2019_16_844208.pdf;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;021/2019;2.099 SERVIÇO;;EM EXECUçãO;fev/19;10265998000100 - JERRU COMERCIO E SERVIÇOS DE CONSULT. EMPRES. LTDA - ME;2019/04/01 00:00:00.000;2020/03/31 00:00:00.000; 98400.0;http://web.transparencia.pe.gov.br/contratos/891/LICON_Termo_Aditivo_891_2019_021_891070.pdf ;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;023/2019;2.099 SERVIÇO;;EM EXECUçãO;51/2018;9281162000110 - TOPSERVICE TERCEIRIZACAO EIRELI;2019/04/01 00:00:00.000;2020/03/31 00:00:00.000; 12748490.52;http://web.transparencia.pe.gov.br/contratos/891/LICON_Contrato_891_2019_023_774559.pdf ;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;050/2019;2.099 SERVIÇO;;EM EXECUçãO;51/2018;9281162000110 - TOPSERVICE TERCEIRIZACAO EIRELI;2019/07/15 00:00:00.000;2020/07/14 00:00:00.000; 181906.2;http://web.transparencia.pe.gov.br/contratos/891/LICON_Termo_Aditivo_891_2019_050_981962.pdf ;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;052/2019;2.099 SERVIÇO;;EM EXECUçãO;51/2018;9281162000110 - TOPSERVICE TERCEIRIZACAO EIRELI;2019/08/01 00:00:00.000;2020/07/31 00:00:00.000; 152161.2;http://web.transparencia.pe.gov.br/contratos/891/LICON_Termo_Aditivo_891_2019_052_899827.pdf ;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;053/2019;2.099 SERVIÇO;;EM EXECUçãO;29/2019;10768038000162 - OLIVEIRA E MIRANDA CONSTRUÇÕES LTDA - ME;2019/07/29 00:00:00.000;2019/09/26 00:00:00.000; 118679.03;http://web.transparencia.pe.gov.br/contratos/891/LICON_Contrato_891_2019_053_809517.pdf;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;066/2019;2.099 SERVIÇO;;EM EXECUçãO;51/2018;9281162000110 - TOPPUS SERVIÇOS TERCEIRIZADOS EIRELI;2019/10/01 00:00:00.000;2020/09/30 00:00:00.000; 70632.96;http://web.transparencia.pe.gov.br/contratos/891/LICON_Termo_Aditivo_891_2019_066_1012337.pdf ;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;070/2019;2.099 SERVIÇO;;EM EXECUçãO;51/2018;9281162000110 - TOPPUS SERVIÇOS TERCEIRIZADOS EIRELI;2019/10/01 00:00:00.000;2020/09/30 00:00:00.000; 167239.8;http://web.transparencia.pe.gov.br/contratos/891/LICON_Contrato_891_2019_070_828881.pdf ;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;081/2019;2.099 SERVIÇO;;EM EXECUçãO;46/2019;14704847000161 - E. L. PONTES DE ANDRADE  INFORMATICA LTDA;2019/12/02 00:00:00.000;2020/12/01 00:00:00.000; 144000.0;http://web.transparencia.pe.gov.br/contratos/891/LICON_Termo_Aditivo_891_2019_081_1055282.pdf ;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;082/2019;2.099 SERVIÇO;;EM EXECUçãO;51/2019;26071344000185 - JOACIR RODRIGUES DA CRUZ CLIMATIZACAO ME;2019/11/28 00:00:00.000;2019/12/27 00:00:00.000; 6700.05;http://web.transparencia.pe.gov.br/contratos/891/LICON_Contrato_891_2019_082_839146.pdf;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;087/2019;2.099 SERVIÇO;;EM EXECUçãO;33/2019;148580000240 - CETAP - CENTRO TECNICO DE ASSESSORIA E PLANEJAMENTO COMUNITARIO;2019/12/09 00:00:00.000;2020/06/05 00:00:00.000; 88000.0;http://web.transparencia.pe.gov.br/contratos/891/LICON_Contrato_891_2019_087_842207.pdf;
2019;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;005/2019;2.099 SERVIÇO;;EM EXECUçãO;;10998292000157 - CENTRO DE INTEGRAçãO EMPRESA E ESCOLA DE PERNAMBUCO CIEE/PE;2019/04/01 00:00:00.000;2020/03/30 00:00:00.000; 1450176.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Termo_Aditivo_856_2019_005_1066736.pdf ;
2019;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;006/2019;2.099 SERVIÇO;;EM EXECUçãO;;10467477000135 - M.G. COMéRCIO, DISTRIBUíDORA E SERVIçOS LTDA - ME;2019/04/05 00:00:00.000;2020/04/03 00:00:00.000; 374160.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2019_006_830143.pdf;
2019;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;018/2019;2.099 SERVIÇO;;EM EXECUçãO;jul/19;7857433000107 - DRAGER SAFETY DO BRASIL EQUIPAMENTOS DE SEGURANÇA LTDA;2019/06/03 00:00:00.000;2019/08/01 00:00:00.000; 95082.68;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2019_018_829921.pdf;
2019;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;019/2019;2.099 SERVIÇO;;EM EXECUçãO;;1081279000148 - APS ARMANDO PACELLO SINALIZAÇÕES LTDA;2019/06/01 00:00:00.000;2020/05/30 00:00:00.000; 672000.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2019_019_830521.pdf;
2019;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;028/2019;2.099 SERVIÇO;;EM EXECUçãO;21/2019;1368293000127 - AIR TECH COMERCIO VAREJISTAE SERVIÇOS DE AR CONDICIONADO LTDA EPP;2019/07/01 00:00:00.000;2020/06/29 00:00:00.000; 753600.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Termo_Aditivo_856_2019_028_1066906.pdf ;
2019;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;033/2019;2.099 SERVIÇO;;EM EXECUçãO;38/2019;7797967000195 - NP CAPACITAÇÕES E SOLUÇÕES TESNOLÓGICAS;2019/09/19 00:00:00.000;2020/09/19 00:00:00.000; 23970.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2019_033_865568.pdf;
2019;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;043/2019;2.099 SERVIÇO;;EM EXECUçãO;;9480880000115 - BRASLUSO TURISMO LTDA - EPP;2019/09/10 00:00:00.000;2020/09/08 00:00:00.000; 142380.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2019_043_865743.pdf ;
2019;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;046/2019;2.099 SERVIÇO;;EM EXECUçãO;;5678722000113 - PREMIUS SERVIÇOS EIRELLI;2019/09/23 00:00:00.000;2020/09/22 00:00:00.000; 874787.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Termo_Aditivo_856_2019_046_1066948.pdf ;
