Data Criacao;Num Contrato;Orgao;Resumo Objeto;Num Processo Tce;Num Processo Adm;Tipo Instrumento;Tipo Procedimento;Num Procedimento;Valor Contratado;Status;Contratada;Dt Vig Atual Inicio;Dt Vig Atual Fim;Data Assinatura;Tipo Contrato
21/02/2022;83/2021-SUPLI/GEGCO/AGESPISA;AGESPISA - AGUA E ESGOTOS DO PIAUI S.A;A PRESTAÇÃO DOS SERVIÇOS ESPECIALIZADOS EM ARRECADAÇÃO DE NOTAS FISCAIS/FATURAS DE ÁGUA E OUTROS DOC...;CW-002514/22;423/2021;TERMO DE CONTRATO;INEXIGIBILIDADE;jan/21;R$ 0,00;Em vigência;60746948000112 - BANCO BRADESCO S/A;25/10/2021;24/10/2022;25/10/2021;Outros serviços
21/02/2022;007/2022;SECRETARIA DE TURISMO;PAVIMENTAÇÃO EM PARALELEPÍPEDO EM DIVERSAS RUAS NO MUNICÍPIO DE LUÍS CORREIA - PI....;CW-002511/22;AA.153.1.0000299/21-77;TERMO DE CONTRATO;CONCORRÊNCIA Nº 11/2021;-;R$ 876.442,76;Aguarda informações;26767222000128 - BS CONSTRUÇÕES E SERVIÇOS EIRELI ME;16/02/2022;31/12/2022;11/02/2022;Obra e serviço de engenharia
21/02/2022;004/2022;SECRETARIA DE TURISMO;PAVIMENTAÇÃO EM PARALELEPÍPEDO DE VIAS PÚBLICAS DO MUNICIPIO DE COCAL DOS ALVES - PI....;CW-002509/22;AA.153.1.0000484/21-05;TERMO DE CONTRATO;CONCORRÊNCIA Nº 017/2021;-;R$ 569.707,99;Aguarda informações;28028243000157 - ALPHACON CONSTRUTORA;11/02/2022;31/12/2022;10/02/2022;Obra e serviço de engenharia
21/02/2022;55/2022;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;REFORMA E AMPLIAÇÃO DA U. E. CÉZAR LEAL, NO MUNICÍPIO DE PAU D'ARCO DO PIAUÍ – PI...;CW-002508/22;00011.039412/2021-43;TERMO DE CONTRATO;LICITAÇÃO RDC Nº 102/2021;-;R$ 1.039.626,73;Em vigência;07360128000105 - BARESE CONSTRUCOES E SERVICOS LTDA;15/02/2022;31/12/2022;15/02/2022;Obra e serviço de engenharia
21/02/2022;008/2022;SECRETARIA DE TURISMO;PAVIMENTAÇÃO EM PARALELEPÍPEDO DE VIAS PÚBLICAS DO MUNICIPIO DE ÁGUA BRANCA - PI....;CW-002505/22;AA.153.1.0000726/21-05;TERMO DE CONTRATO;CONCORRÊNCIA Nº 31/2021;-;R$ 2.348.798,90;Aguarda informações;22851187000170 - PRO ENGENHARIA EIRELI;16/02/2022;31/12/2022;11/02/2022;Obra e serviço de engenharia
18/02/2022;00935/2022;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 03 (TRÊS) SERINGAS PREENCHIDAS DE BENRALIZUMABE 30 MG/ML, SOLUÇÃO INJETÁVEL...;CW-002500/22;00012.009351/2021;NOTA DE EMPENHO;DISPENSA;164/2021;R$ 30.142,74;Em vigência;60318797000100 - ASTRAZENECA DO BRASIL LTDA;17/02/2022;31/12/2022;17/02/2022;Compra - Material de Consumo
18/02/2022;47/2022;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;REFORMA DA U.E. MANOEL RICARDO, NO MUNICÍPIO DE CAJUEIRO DA PRAIA-PI?....;CW-002451/22;00011.026178/2021-94;TERMO DE CONTRATO;LICITAÇÃO RDC Nº 092/2021;-;R$ 672.992,90;Em vigência;07723398000133 - MANOEL VIEIRA DE CARVALHO;10/02/2022;30/12/2022;10/02/2022;Obra e serviço de engenharia
18/02/2022;011/2022;DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI;EXECUÇÃO DE PAVIMENTAÇÃO ASFÁLTICA EM CONCRETO BETUMINOSO USINADO A QUENTE - CBUQ, TRECHO: ACESSO À ...;CW-002445/22;00016.001500/2021-22;TERMO DE CONTRATO;TOMADA DE PREÇO Nº 018/2021;-;R$ 1.781.762,15;Em vigência;02577913000109 - CONSTRUTORA RENATA LTDA;16/02/2022;16/02/2025;16/02/2022;Obra e serviço de engenharia
18/02/2022;010/2022;DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI;EXECUÇÃO DAS OBRAS DA 1ª ETAPA DE RESTAURAÇÃO E RECAPEAMENTO COM PAVIMENTAÇÃO ASFÁLTICA EM CONCRETO ...;CW-002444/22;00016.001224/2021-01;TERMO DE CONTRATO;CONCORRÊNCIA Nº 026/2021;-;R$ 28.791.942,21;Em vigência;12066346000171 - Construtora Hidros Ltda;16/02/2022;16/02/2025;16/02/2022;Obra e serviço de engenharia
18/02/2022;034/2022;SECRETARIA DA AGRICULTURA FAMILIAR;CONTRATAÇÃO (ÕES) DE PESSOAS JURÍDICAS(S) ESPECIALIZADA(S) NA PRESTAÇÃO DE SERVIÇOS CONTINUADOS COM ...;CW-002443/22;2653/2021;TERMO DE CONTRATO;PREGÃO Nº 08/2020;-;R$ 8.133,06;Em vigência;09281162000110 - TOPPUS SERVIÇOS TERCEIRIZADOS EIRELI;16/02/2022;16/02/2023;16/02/2022;Outros serviços
17/02/2022;CEL 047/2021;SECRETARIA DA INFRA-ESTRUTURA;VISANDO À CONTRATAÇÃO DE EMPRESA PARA EXECUTAR SERVIÇOS DE REFORMA DA QUADRA POLIESPORTIVA NO BAIRRO...;CW-002424/22;00114.000083/2021 - 92;TERMO DE CONTRATO;TOMADA DE PREÇO Nº CEL 012/2021;-;R$ 279.965,62;Aguarda informações;23779345000190 - INVESTSERV SERVIÇOS E CONSTRUÇÕES LTDA;30/12/2021;31/12/2022;30/12/2021;Obra e serviço de engenharia
17/02/2022;CEL 005/2022;SECRETARIA DA INFRA-ESTRUTURA;VISANDO À CONTRATAÇÃO DE EMPRESA PARA EXECUTAR SERVIÇOS DE ENGENHARIA PARA RECUPERAÇÃO E MELHORIA DA...;CW-002420/22;00114.000550/2021-84;TERMO DE CONTRATO;TOMADA DE PREÇO Nº CEL 022/2021;-;R$ 628.357,73;Aguarda informações;24667970000103 - CONSTRUTORA SOLUÇÃO EIRELI;11/02/2022;31/12/2022;11/02/2022;Obra e serviço de engenharia
17/02/2022;005/2022;SECRETARIA DE TURISMO;PAVIMENTAÇÃO EM PARALELEPIPEDO EM DIVERSAS RUAS NO MUNICIPIO DE SANTA LUZ - PI...;CW-002413/22;AA.153.1.000483/21-90;TERMO DE CONTRATO;CONCORRÊNCIA Nº 19/2021;-;R$ 808.429,82;Aguarda informações;19074597000147 - TOTAL CONSTRUÇÕES;11/02/2022;31/12/2022;10/02/2022;Obra e serviço de engenharia
17/02/2022;46/2022;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;REFORMA DO CETI PROF. PINHEIRO MACHADO EM TERESINA - PI....;CW-002408/22;00011.020664/2020-18;TERMO DE CONTRATO;LICITAÇÃO RDC Nº 120/2021;-;R$ 498.257,14;Em vigência;02960929000198 - COSTA E CARVALHO LTDA;14/02/2022;31/12/2022;14/02/2022;Outros serviços
17/02/2022;CEL 006/2022;SECRETARIA DA INFRA-ESTRUTURA;VISANDO À CONTRATAÇÃO DE EMPRESA PARA EXECUTAR SERVIÇOS DE IMPLANTAÇÃO EM DIVERSAS RUAS DO PERÍMETRO...;CW-002406/22;00114.000277/2021-98;TERMO DE CONTRATO;TOMADA DE PREÇO Nº CEL 018/2021;-;R$ 649.995,35;Aguarda informações;35202475000145 - JUSCON CONSULTORIA, FORNECIMENTO, REP. E EMPREENDIMENTOS;14/02/2022;31/12/2022;14/02/2022;Obra e serviço de engenharia
17/02/2022;44/2022;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;REFORMA E AMPLIAÇÃO (CONSTRUÇÃO DE AUDITÓRIO) DO CENTRO CULTURAL DE LINGUAS PADRE RAIMUNDO JOSÉ, NO ...;CW-002404/22;00011.009144/2020-54;TERMO DE CONTRATO;LICITAÇÃO RDC Nº 084/2021;-;R$ 917.033,81;Em vigência;07561615000136 - CONSTRUTORA BARRETO LTDA;10/02/2022;31/12/2022;10/02/2022;Obra e serviço de engenharia
17/02/2022;030/2021;SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA PORTADORA DE DEFICIÊNCIA;CONTRATAÇÃO DE SERVIÇOS E AQUISIÇÃO DE MATERIAIS, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTAB...;CW-002402/22;00314.000005/2021;TERMO DE CONTRATO;PREGÃO Nº 007/2021;-;R$ 5.750,00;Em vigência;07585921000102 - W DE OLIVEIRA NETO EIRELI;15/02/2022;15/03/2022;15/02/2022;Outros
17/02/2022;45/2022;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;REFORMA E AMPLIAÇÃO DO GINÁSIO DÍDIMO DE CASTRO NO MUNICÍPIO DE ESPERANTINA - PI....;CW-002400/22;00011.016560/2020-17;TERMO DE CONTRATO;LICITAÇÃO RDC Nº 064/2021;-;R$ 874.275,93;Em vigência;35134154000150 - BELTECH CONSTRUÇÕES E INSTALAÇÕES LTDA;14/02/2022;31/12/2022;14/02/2022;Obra e serviço de engenharia
17/02/2022;15/2022;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;REFORMA E AMPLIAÇÃO DA UNIDADE ESCOLAR JOSÉ MENDES VASCONCELOS EM JOAQUIM PIRES - PI?...;CW-002394/22;030110/2021-18;TERMO DE CONTRATO;LICITAÇÃO RDC Nº 107/2021;-;R$ 1.006.475,35;Em vigência;14506715000125 - Construtora M & Carvalho Ltda - EPP;19/01/2022;31/12/2022;19/01/2022;Obra e serviço de engenharia
17/02/2022;029/2021;SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA PORTADORA DE DEFICIÊNCIA;CONTRATAÇÃO DE SERVIÇOS E AQUISIÇÃO DE MATERIAIS, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTAB...;CW-002388/22;00314.000005/2021-31;TERMO DE CONTRATO;PREGÃO Nº 007/2021;-;R$ 81.789,04;Em vigência;07585921000102 - W DE OLIVEIRA NETO EIRELI;15/02/2022;15/02/2023;15/02/2022;Outros
17/02/2022;006/2022;SECRETARIA DE TURISMO;PAVIMENTAÇÃO EM PARALELEPIPEDO EM DIVERSAS RUAS NO MUNICIPIO DE SANTO INACIO - PI....;CW-002386/22;AA.153.1.000484/21-85;TERMO DE CONTRATO;CONCORRÊNCIA Nº 13/2021;-;R$ 497.017,95;Aguarda informações;21900868000118 - NAZA EIRELI;11/02/2022;31/12/2022;11/02/2022;Obra e serviço de engenharia
17/02/2022;028/2021;SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA PORTADORA DE DEFICIÊNCIA;CONTRATAÇÃO DE SERVIÇOS E AQUISIÇÃO DE MATERIAIS, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTAB...;CW-002379/22;00314.000005/2021-31;TERMO DE CONTRATO;PREGÃO Nº 007/2021;-;R$ 125.000,00;Em vigência;01915181000149 - K. L. SERVICOS E SERIGRAFIA LTDA;15/02/2022;15/03/2023;15/02/2022;Outros
17/02/2022;jul/22;POLICIA MILITAR DO PIAUI;O OBJETO DO PRESENTE CONTRATO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE ALIMENTAÇÃ...;CW-002378/22;00028.026787/2021-64;TERMO DE CONTRATO;DISPENSA;fev/22;R$ 165.760,00;Em vigência;07686538000140 - L PINHEIRO MENDES;15/02/2022;13/08/2022;15/02/2022;Outros serviços
17/02/2022;43/2022;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;REFORMA E AMPLIAÇÃO DA U. E. MOISÉS LIMA VERDE, LOCALIZADO NO MUNICÍPIO DE ELESBÃO VELOSO-PI...;CW-002375/22;030253/2021-11;TERMO DE CONTRATO;LICITAÇÃO RDC Nº 116/2021;-;R$ 851.957,51;Em vigência;17982389000110 - VERTICE CONSTRUTORA E ENERGIA SOLAR LTDA;09/02/2022;31/12/2022;09/02/2022;Obra e serviço de engenharia
17/02/2022;291/2021;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;LOTE 01 - CONSTRUÇÃO DE UMA QUADRA POLIESPORTIVA COM VESTIÁRIOS PADRÃO FNDE COM MURO U.E WILSON NUNE...;CW-002374/22;005864/2020-41;TERMO DE CONTRATO;LICITAÇÃO RDC Nº 075/2021;-;R$ 867.105,27;Em vigência;07166919000107 - JOSIEL RIBEIRO DOS SANTOS CONSTRUTORA EIRELI ME;29/12/2021;31/12/2022;29/12/2021;Obra e serviço de engenharia
16/02/2022;00363/2022;SECRETARIA DA SAÚDE;FORNECIMENTO DE 08 (OITO) FRASCO-AMPOLA DO MEDICAMENTO OMALIZUMABE 150MG, PÓ PARA SOLUÇÃO INJETÁVEL...;CW-002362/22;00012.001574/2021;NOTA DE EMPENHO;DISPENSA;002/2022;R$ 14.681,60;Em vigência;56994502002698 - NOVARTIS BIOCIÊNCIAS S.A;11/02/2022;31/12/2022;11/02/2022;Compra - Material de Consumo
16/02/2022;269/2021;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;LOTE 01 - REFORMA E AMPLIAÇÃO DA UNIDADE ESCOLAR HILTON LEITE DE CARVALHO, NO MUNICÍPIO DE NAZÁRIA/P...;CW-002346/22;00011.023405/2021-20;TERMO DE CONTRATO;LICITAÇÃO RDC Nº 061/2021;-;R$ 1.332.518,19;Em vigência;14506715000125 - Construtora M & Carvalho Ltda - EPP;20/11/2021;31/12/2022;20/11/2021;Obra e serviço de engenharia
16/02/2022;027/2021;SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA PORTADORA DE DEFICIÊNCIA;CONTRATAÇÃO DE SERVIÇOS E AQUISIÇÃO DE MATERIAIS, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTAB...;CW-002341/22;00314000005/2021;TERMO DE CONTRATO;PREGÃO Nº 007/2021;-;R$ 41.972,21;Em vigência;27232288000186 - RB COMUNICAÇÃO VISUAL EIRELI EPP;15/02/2022;15/02/2023;15/02/2022;Outros
16/02/2022;028/2022;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO CORRETIVA EM INSTRUMENT...;CW-002336/22;00050.000082/2021;TERMO DE CONTRATO;INEXIGIBILIDADE;jun/22;R$ 890,00;Em vigência;23548662000104 - PRO-VIDA COMERCIO DE PRODUTOS MEDICOS LTDA-EPP;09/02/2022;09/02/2023;09/02/2022;Outros serviços
16/02/2022;027/2022;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;PARA PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO CORRETIVA EM INSTRUMENTAL – FONTE DE LUZ VIDEOCIRURGIA, COM ...;CW-002320/22;00050.000081/2021;TERMO DE CONTRATO;INEXIGIBILIDADE;mai/22;R$ 890,00;Em vigência;23548662000104 - PRO-VIDA COMERCIO DE PRODUTOS MEDICOS LTDA-EPP;09/02/2022;09/02/2023;09/02/2022;Outros serviços
16/02/2022;017/2022;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS MÉDICO HOSPITALARES PAR...;CW-002313/22;00012.000539/2022;TERMO DE CONTRATO;PREGÃO Nº 052/2021;-;R$ 6.076.144,80;Em vigência;17129904000114 - ALFA MEDICO HOSPITALAR LTDA – EPP;08/02/2022;08/02/2023;08/02/2022;Outros serviços
16/02/2022;034/2022;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;OBRA DE INSTALAÇÃO DE SUBESTAÇÃO E CLIMATIZAÇÃO DA U. E. LILY SILVEIRA, LOCALIZADA NO MUNICÍPIO DE J...;CW-002310/22;00011.002118/2020-03;TERMO DE CONTRATO;LICITAÇÃO RDC Nº 089/2021;-;R$ 53.484,61;Em vigência;27629850000100 - STÊNIO DE SOUSA COELHO;20/01/2022;31/12/2022;20/01/2022;Obra e serviço de engenharia
15/02/2022;fev/22;SECRETARIA DA ASSISTENCIA SOCIAL, TRABALHO E DIREITOS HUMANOS;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE ENGENHARIA PARA REALIZAR REFORMA NA CAS...;CW-002295/22;002000006/2021;TERMO DE CONTRATO;TOMADA DE PREÇO Nº 01/2021;-;R$ 482.858,22;Em vigência;04717160000107 - TECNIC ENGENHARIA;08/02/2022;08/02/2023;07/02/2022;Obra e serviço de engenharia
15/02/2022;CEL 003/2022;SECRETARIA DA INFRA-ESTRUTURA;VISANDO À CONTRATAÇÃO DE EMPRESA PARA EXECUTAR SERVIÇOS DE IMPLANTAÇÃO EM DIVERSAS RUAS DO PERÍMETRO...;CW-002276/22;00114.000325/2021-48;TERMO DE CONTRATO;TOMADA DE PREÇO Nº CEL 017/2021;-;R$ 607.707,13;Aguarda informações;07723398000133 - M V DE CARVALHO;08/02/2022;31/12/2022;08/02/2022;Obra e serviço de engenharia
15/02/2022;007/2022;SETRANS - SECRETARIA DOS TRANSPORTES;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA OBJETIVANDO A EXECUÇÃO DOS SERVIÇOS DE PAVIMENTAÇÃO EM PARALELE...;CW-002275/22;AA.319.1.001542/20-10;TERMO DE CONTRATO;TOMADA DE PREÇO Nº 025/2021;-;R$ 508.797,36;Em vigência;10525283000149 - CONSTRUIR EMPREENDIMENTOS EIRELI;11/02/2022;31/12/2022;11/02/2022;Obra e serviço de engenharia
15/02/2022;CEL 004/2022;SECRETARIA DA INFRA-ESTRUTURA;VISANDO À CONTRATAÇÃO DE EMPRESA PARA EXECUTAR SERVIÇOS DE IMPLANTAÇÃO EM DIVERSAS RUAS DO PERÍMETRO...;CW-002267/22;00114.000320/2021-15;TERMO DE CONTRATO;TOMADA DE PREÇO Nº CEL 06/2021;-;R$ 814.095,90;Aguarda informações;26507964000114 - CONSERVE EMPREENDIMENTOS DE URBANIZAÇÃO;11/02/2022;31/12/2022;11/02/2022;Obra e serviço de engenharia
15/02/2022;003/2022;SECRETARIA DE TURISMO;CONTRATAÇÃO DE EMPRESA ESPECIALIADA EM SERVIÇOS GRÁFICOS....;CW-002254/22;AA.153.1.000004/2022-68;TERMO DE CONTRATO;DISPENSA;001/2022;R$ 16.810,00;Em vigência;09581164000124 - GRÁFICA TIMONENSE  - GRÁFICA E EDITORA TIMONENSE LTDA - ME;07/02/2022;31/12/2022;07/02/2022;Outros
15/02/2022;005/2022;SEFAZ - SECRETARIA DA FAZENDA DO ESTADO;OPERACIONALIZAÇÃO DAS ROTINAS DE ADMINISTRAÇÃO DOS FLUXOS FINANCEIROS GERADOS EM FUNÇÃO DAS TRANSFER...;CW-002240/22;00009.002271/2021-52;TERMO DE CONTRATO;DISPENSA;dez/21;R$ 42.000,00;Em vigência;00000000000191 - BANCO DO BRASIL S.A;08/02/2022;08/02/2027;08/02/2022;Outros serviços
14/02/2022;024/2022;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;CONSTITUI OBJETO DESTE EDITAL, A REALIZAÇÃO DE PROCESSO LICITATÓRIO PARA AQUISIÇÃO INSUMOS FARMACÊUT...;CW-002213/22;5568/2021;TERMO DE CONTRATO;PREGÃO Nº 055/2021;-;R$ 8.376,00;Em vigência;21348798000137 - 2MV DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;08/02/2022;08/02/2023;08/02/2022;Compra - Material de Consumo
14/02/2022;045/2021;SECRETARIA DO DESENVOLVIMENTO ECONÔMICO;CONSTITUI OBJETO DO PRESENTE EDITAL A CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA A EXECUÇÃO DE PAVIME...;CW-002194/22;AA.152.1.000223/21-70;TERMO DE CONTRATO;TOMADA DE PREÇO Nº 015/2021;-;R$ 1.234.910,19;Em vigência;04603664000104 - V.M. PESSOA FEITOSA MONTEIRO EIRELI;23/12/2021;19/12/2022;23/12/2021;Obra e serviço de engenharia
14/02/2022;001/2020;SECRETARIA DE DEFESA CIVIL;CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA PARA IMPLANTAÇÃO DE REDE EM BAIXA TENSÃO MULTIPLEXADA E...;CW-002192/22;0327/2017;TERMO DE CONTRATO;TOMADA DE PREÇO Nº 010/2018;-;R$ 251.352,89;Em vigência;03301708000170 - SANTA ROSA LTDA;16/01/2022;16/07/2022;16/01/2022;Obra e serviço de engenharia
14/02/2022;jun/22;SETRANS - SECRETARIA DOS TRANSPORTES;"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA OBJETIVANDO A EXECUÇÃO DOS SERVIÇOS DE
PAVIMENTAÇÃO DE VIAS EM ...";CW-002187/22;AA.319.1.001514.20-38/2020;TERMO DE CONTRATO;TOMADA DE PREÇO Nº 01/2021;-;R$ 454.731,32;Em vigência;27537410000122 - F COSTAS CONSTRUTORA LTDA EPP;11/02/2022;31/12/2022;11/02/2022;Obra e serviço de engenharia
14/02/2022;004/2022;SECRETARIA DO DESENVOLVIMENTO ECONÔMICO;CONSTITUI OBJETO DO PRESENTE EDITAL A CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA A EXECUÇÃO DE PAVIME...;CW-002180/22;AA.152.1.000718/21-71;TERMO DE CONTRATO;TOMADA DE PREÇO Nº 039/2021;-;R$ 554.726,96;Em vigência;26672417000194 - CONSTRUTORA TAMANDUA LTDA EPP;08/02/2022;03/02/2023;08/02/2022;Obra e serviço de engenharia
14/02/2022;289/2021;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;SERVIÇOS EDUCACIONAIS CONSUBSTANCIADOS NA EFETIVA 1.191 (UM MIL CENTO E NOVENTA E UM) ESTUDANTES BEN...;CW-002164/22;00011.053234/2021-63;TERMO DE CONTRATO;INEXIGIBILIDADE;027/2021;R$ 1.560.210,00;Em vigência;10659030000168 - CARITAS DIOCESANA DE OEIRAS;27/12/2021;27/12/2022;27/12/2021;Outros serviços
11/02/2022;004/2022;SETRANS - SECRETARIA DOS TRANSPORTES;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE RECUPERAÇÃO DE ESTRADAS VICINAIS ...;CW-002142/22;AA.319.1.002442/21-36;TERMO DE CONTRATO;TOMADA DE PREÇO Nº 013/2021;-;R$ 950.158,28;Em vigência;02230709000109 - MIRANTE ENGENHARIA LTDA;02/02/2022;31/12/2022;02/02/2022;Obra e serviço de engenharia
11/02/2022;041/2021;SECRETARIA DO DESENVOLVIMENTO ECONÔMICO;CONSTITUI OBJETO DO PRESENTE EDITAL A CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA A EXECUÇÃO DE PAVIME...;CW-002138/22;AA.152.1.000168/21-24;TERMO DE CONTRATO;TOMADA DE PREÇO Nº 024/2021;-;R$ 1.093.415,07;Em vigência;08974524000195 - JRS CONSTRUÇÕES;23/12/2021;23/12/2022;23/12/2021;Obra e serviço de engenharia
11/02/2022;001/2022;SECRETARIA DO DESENVOLVIMENTO ECONÔMICO;CONSTITUI OBJETO DO PRESENTE EDITAL A CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA A EXECUÇÃO DE CONSTR...;CW-002136/22;AA.152.1.000333/21-64;TERMO DE CONTRATO;CONVITE Nº 010/2021;-;R$ 199.905,55;Em vigência;32146994000145 - Construtora JF eireli;03/01/2022;29/12/2022;03/01/2022;Obra e serviço de engenharia
11/02/2022;00303/2022;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 720 (SETECENTOS E VINTE)  COMPRIMIDOS REVESTIDOS DE OLAPARIBE 150MG...;CW-002128/22;00012.004541/2021;NOTA DE EMPENHO;DISPENSA;141/2022;R$ 138.436,48;Em vigência;60318797000100 - ASTRAZENECA DO BRASIL LTDA;10/02/2022;31/12/2022;10/02/2022;Compra - Material de Consumo
11/02/2022;005/2022;SECRETARIA DO DESENVOLVIMENTO ECONÔMICO;CONSTITUI OBJETO DO PRESENTE EDITAL A CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA A EXECUÇÃO CONSTRUÇÃ...;CW-002126/22;AA.152.1.000638/21-84;TERMO DE CONTRATO;CONVITE Nº 021/2021;-;R$ 245.270,43;Em vigência;41506072000192 - ALTOS ENGENHARIA;08/02/2022;03/02/2023;08/02/2022;Obra e serviço de engenharia
11/02/2022;00289/2022;SEFAZ - SECRETARIA DA FAZENDA DO ESTADO;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA COMPRA DE VAGA PARA CURSO DE CAPACITAÇÃO, NA MODALIDADE VI...;CW-002121/22;00009.023248/2021-00;NOTA DE EMPENHO;DISPENSA;13/2021;R$ 710.000,00;Em vigência;19268267000192 - FUNDAÇÃO DOM CABRAL;02/02/2022;31/12/2022;02/02/2022;Outros serviços
11/02/2022;jan/22;SECRETARIA DE ESTADO DA ADMINISTRACAO E PREVIDENCIA;REGISTRO DE PREÇOS PARA LOCAÇÃO DE VEICULOS - REPETIÇÃO DE CERTAME...;CW-002093/22;00002.000402/2022-16;TERMO DE CONTRATO;PREGÃO Nº 006/2021;-;R$ 179.775,00;Em vigência;09192288000118 - MAZUAD AUTO LOCADORA E LOG?STICA LTDA;04/02/2022;04/02/2023;04/02/2022;Outros serviços
11/02/2022;116/2021;HOSP. REG. CHAGAS RODRIGUES / PIRIPIRI;SERVIÇO DE LOCAÇÃO DE AMBULÂNCIA DE SUPORTE AVANÇADO: VEÍCULO DESTINADO AO TRANSPORTE INTERHOSPITALA...;CW-002087/22;056/2021;TERMO DE CONTRATO;DISPENSA;051/2021;R$ 114.000,00;Encerrado;25529733000149 - COSTA ASSISTENCIAL LTDA;23/06/2021;23/12/2021;23/06/2021;Outros serviços
10/02/2022;mar/22;POLICIA MILITAR DO PIAUI;CONTRATAÇÃO DOS SERVIÇOS DE CAPACITAÇÃO ATRAVÉS DE INSCRIÇÃO NO 17º CONGRESSO BRASILEIRO DE PREGOEIR...;CW-002041/22;00028.001441/2022-34;TERMO DE CONTRATO;INEXIGIBILIDADE;jan/22;R$ 17.600,00;Em vigência;10498974000109 - INSTITUTO NEGOCIOS PUBLICOS DO BRASIL - ESTUDOS E PESQUISAS NA ADMNIISTRACAO PUBLICA - INP – LTDA;07/02/2022;08/03/2022;07/02/2022;Outros serviços
10/02/2022;05-SUNOB/2022;AGESPISA - AGUA E ESGOTOS DO PIAUI S.A;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA ELABORAÇÃO DE PROJETO EXECUTIVO DE UM SISTEMA ADUTOR DE ÁG...;CW-002035/22;nov/22;ORDEM DE SERVIÇO;DISPENSA;fev/22;R$ 40.170,00;Em vigência;12148186000100 - C & R PROJETOS E ENGENHARIA;19/01/2022;19/04/2022;19/01/2022;Obra e serviço de engenharia
10/02/2022;nov/22;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;LOTE 01 - REFORMA E AMPLIAÇÃO DA 3ª GERÊNCIA REGIONAL DE EDUCAÇÃO, LOCALIZADA NO MUNICÍPIO DE PIRIPI...;CW-002026/22;00011.007243/2020-00;TERMO DE CONTRATO;LICITAÇÃO RDC Nº 082/2021;-;R$ 714.823,15;Em vigência;07561615000136 - CONSTRUTORA BARRETO LTDA;19/01/2022;31/12/2022;19/01/2022;Obra e serviço de engenharia
